"","gene","my_genes","sgAI987944_p1...sgCtrNT_p1","sgAtf3_p2...sgCtrNT_p2","sgBach1_p1...sgCtrNT_p1","sgBhlhe40_p1...sgCtrNT_p1","sgCebpb_p1...sgCtrNT_p1","sgE2f5_p3...sgCtrNT_p3","sgEgr1_p1...sgCtrNT_p1","sgEgr2_p3...sgCtrNT_p3","sgEtv3_p3...sgCtrNT_p3","sgEtv6_p1...sgCtrNT_p1","sgFli1_p3...sgCtrNT_p3","sgFosl2_p3...sgCtrNT_p3","sgIrf1_p8...sgCtrNT_p8","sgIrf2_p4...sgCtrNT_p4","sgIrf3_p5...sgCtrNT_p5","sgIrf4_p8...sgCtrNT_p8","sgIrf7_p4...sgCtrNT_p4","sgIrf9_p4...sgCtrNT_p4","sgJun_p8...sgCtrNT_p8","sgJunb_p4...sgCtrNT_p4","sgKlf3_p5...sgCtrNT_p5","sgKlf6_p4...sgCtrNT_p4","sgMafb_p5...sgCtrNT_p5","sgMax_p5...sgCtrNT_p5","sgNfe2l2_p4...sgCtrNT_p4","sgNfkb1_p8...sgCtrNT_p8","sgNfkb2_p6...sgCtrNT_p6","sgPparg_p7...sgCtrNT_p7","sgRbpj_p6...sgCtrNT_p6","sgRela_p8...sgCtrNT_p8","sgRest_p7...sgCtrNT_p7","sgStat1_p8...sgCtrNT_p8","sgStat2_p7...sgCtrNT_p7","sgStat3_p8...sgCtrNT_p8","sgStat5a_p8...sgCtrNT_p8","sgTgif1_p8...sgCtrNT_p8"
"33","Slc23a2","FALSE","-0.266715841","-0.129310222","-0.062064375","-0.0375455044"," 0.154769621","-0.042915495"," 0.083136825"," 0.065453364"," 0.183130366"," 0.226315823","-0.017276184","-0.044302814","-0.124342964"," 0.0006573295","-0.98632457","-0.121119756"," 0.1714375522"," 0.264675858"," 0.074043972"," 0.03986842"," 0.04702280"," 0.2668288751","-0.057425996","-0.197417484"," 0.17468634"," 0.128751808","-0.2548835261"," 0.253409009"," 0.095414696"," 0.19124626"," 0.275207500","-0.219350307"," 0.184206902","-0.301704507","-0.047223217"," 5.737633e-02"
"34","Slc16a10","FALSE","-0.263431583","-0.414494642","-0.058812003"," 0.0374798469","-0.319428083"," 0.088654836"," 0.200514902"," 0.179768617"," 0.005820347"," 0.135885607","-0.128231731"," 0.187831486"," 0.344671034","-0.1121138887"," 0.17047260"," 0.024117264","-0.0856045524"," 0.137222712","-0.189567703"," 0.19093859"," 0.09065829"," 0.8133811490","-0.182466379"," 0.240142726"," 0.21202871"," 0.908015154","-0.4785142412","-0.269692188","-0.342208907"," 0.04395147","-0.141052998"," 0.067531896"," 0.132373142","-0.193778935"," 0.338978334"," 1.691781e-01"
"35","Slc37a2","FALSE","-0.027407821","-0.404694562"," 0.047410006"," 0.0606013905"," 0.213255581","-0.072822431","-0.078791126"," 0.255139318","-0.054200018","-0.110245553","-0.211674387","-0.377134436"," 0.042316674"," 0.1014504731","-0.20111507","-0.436937363"," 0.0268020609"," 0.006917273","-0.022395034"," 0.08410128","-0.14988189"," 0.3320239380","-0.324098185","-0.609807222","-0.13341947"," 0.080506457","-0.7304172603","-0.102698226","-0.315426466"," 0.76044005"," 0.043520026","-0.280897693","-0.006134971","-0.205668016"," 0.035294799","-4.331527e-01"
"36","Slc41a1","FALSE"," 0.458423202"," 0.026643066","-0.066187017"," 0.3219606621"," 1.578308628","-0.495047069","-0.168090735"," 0.523712792"," 0.444498046"," 0.377430698","-0.112490053"," 0.020086586","-0.086383099"," 0.7511622164"," 0.52820049","-0.211298653","-0.0189780504"," 0.419352564"," 0.943846733","-0.03805239","-0.66599320","-0.1591009031"," 0.286872534"," 0.327134866"," 0.77768333","-0.895806944"," 0.9140202635","-0.449211190"," 0.360449309"," 0.58533742","-1.019966950","-0.318034702","-0.059659327"," 0.438334315","-0.631349983"," 7.043577e-01"
"37","Slc2a1","FALSE"," 0.226428382"," 0.510234728"," 0.671455416","-0.0373687279"," 0.060197369"," 0.307778623"," 0.096625248","-0.241355420"," 0.188447748"," 0.216481542"," 0.242470488"," 0.047726662"," 0.115793476","-0.0348875899"," 0.47670972"," 0.191017890","-0.1242664468"," 0.304444997"," 0.121161032","-0.21298394","-0.01997567"," 0.1832261143","-0.051134020"," 0.305852187"," 0.14040601","-0.203454314","-0.4122148087"," 0.208568086"," 0.259047717"," 0.66325307","-0.197482081"," 0.042979003"," 0.571215543"," 0.009519188"," 0.313640721","-2.253995e-01"
"38","Slc36a2","FALSE","-0.988721300","-0.542037100","-0.280146506","-0.0781972326","-2.713873864","-0.127070560","-1.208154658","-0.401572988","-0.452929075","-0.528983752"," 0.713310244"," 0.025585179"," 0.434873060","-1.1944071742"," 0.50890567","-0.681780584","-1.6695980844"," 0.005498711"," 1.409577368"," 0.31991846","-1.16716046"," 1.3284889829","-0.713976079"," 1.629659718","-0.57732432"," 1.030480666","-0.0002033825","-1.306325625","-0.814796274","-0.25158051","-0.299165435","-1.564061347","-0.247858098"," 1.083326755","-2.441533845","-8.302024e-01"
"39","Slc36a4","FALSE","-0.607363516","-0.219067992"," 0.095319989","-0.3382374083","-0.319978680"," 0.191372044","-0.037369344","-0.240997230"," 0.109095323","-0.161626344"," 0.206358581","-0.047333669","-0.046145916","-0.0539072913"," 0.26693465","-0.072339920","-0.2500982308"," 0.307649974"," 0.121971197"," 0.05930061","-0.16171345"," 0.0137428641","-0.377751229","-0.530209756","-0.27333156","-0.103451909","-0.2858980670"," 0.247297767","-0.067323436","-0.04882608"," 0.086198503","-0.302633100"," 0.501496185","-0.512087016","-0.269043060"," 3.986493e-01"
"40","Slc16a1","FALSE","-0.551085826"," 0.147466097","-0.397584858"," 0.1160593157","-0.975220652","-0.253017447","-0.889649156"," 0.784334257"," 0.141880492","-0.601631747","-0.035919145"," 0.049407591","-0.026785507","-0.1950445843","-1.57467957","-0.282718176"," 0.3420333314"," 0.064855627","-0.118013698","-0.54041573","-0.66510442"," 0.0560534395","-1.077051286"," 0.514155608"," 0.24585228"," 0.309072475","-0.7101006040"," 1.070028888","-0.568543121"," 0.54418110"," 0.487924339"," 0.103504240"," 0.111063309","-0.410439095","-0.748089215","-3.929861e-05"
"41","Got1","TRUE"," 0.106421184","-0.135608720","-0.203577990"," 0.0681852273"," 0.773588776"," 0.219194691"," 0.209403882","-0.248083514"," 0.297915194"," 0.281843832"," 0.235393019"," 0.291879317","-0.053955508","-0.0403997812"," 0.21730676","-0.347532607","-0.0352293837","-0.249328049"," 0.047273357"," 0.02492661"," 0.45523893","-0.0721518882"," 0.452663143"," 0.111872152"," 0.38287642","-0.349038880"," 0.5151122097","-0.115154749"," 0.218208846","-0.34346612","-0.248695061"," 0.120715646","-0.046407424","-0.190611078","-0.639731939"," 1.760182e-01"
"42","Slc25a12","TRUE","-0.571506306","-0.225829024","-0.022997233","-0.2067274273"," 0.168564552"," 0.097062905","-0.037878085","-0.157478305","-0.157272405"," 0.228803269","-0.109062720","-0.193286118","-0.278600138","-0.2504657565","-0.18255826","-0.498772590"," 0.0174205293","-0.593843997"," 0.137939599","-0.01679312"," 0.34025422"," 0.0492743149"," 0.261049552"," 0.115653629","-0.08815179","-0.322101957","-0.2458505391"," 0.336345838","-0.242319697","-0.36831899"," 0.092018333","-0.435560293","-0.293161416","-0.240425352","-0.325363169"," 3.852229e-01"
"43","Slc30a1","FALSE"," 0.135453114","-0.239734811","-0.153884344"," 0.2129834441","-0.361291176"," 0.198645836"," 0.017308353"," 0.157632311","-0.288263783","-0.282181993"," 0.244804462","-0.042946897"," 0.292017626","-0.2181046839","-0.60397835","-0.154564839","-0.1030873150","-0.324921629"," 0.121716631"," 0.14985971","-0.29252724","-0.2378735643","-0.733754008","-0.431094011"," 0.08633777"," 0.188844285","-0.0855582468"," 0.052674422"," 0.339190980"," 0.21652156"," 0.049110489","-0.376826328","-0.311085324","-0.192736550","-0.031622070","-2.396469e-01"
"44","Slc31a1","FALSE"," 0.014677209"," 0.014481712"," 0.311344379"," 0.0534428379","-0.315628008"," 0.261606876"," 0.179048072"," 0.151739323"," 0.339194991"," 0.128048512"," 0.041584077"," 0.043402687","-0.119312721"," 0.1428476848"," 0.47990247"," 0.116584327","-0.1340889510"," 0.302354480"," 0.177202391"," 0.08756947","-0.16051223"," 0.3218205642","-0.211681639","-0.312966444"," 0.03168585"," 0.077983623","-0.2930031896","-0.023345832","-0.058216025"," 0.41983855","-0.158690109"," 0.125121380"," 0.135554978"," 0.027295092"," 0.131560083"," 6.710997e-02"
"45","Slc35e3","FALSE","-0.360575081","-0.082152741","-0.519762657"," 0.5787315924"," 0.361759994","-0.430751101","-0.343013237"," 0.362768528"," 0.580641385","-0.014259677"," 0.019147173","-0.059296212"," 0.106068198"," 0.2803958425","-1.14109540","-0.143621999","-0.1298607962"," 0.643102576"," 0.026482637","-0.16818878","-0.96147171"," 0.3488448064","-1.156092467"," 0.318575197","-0.31534444"," 0.810978164","-0.6159224134"," 1.004486595"," 0.208699838"," 0.09018158"," 1.519524425"," 0.020794422"," 1.087809043","-0.040939519","-0.528097097","-8.919345e-01"
"46","Slc12a7","FALSE"," 0.155152290"," 0.345750131"," 0.742965801"," 0.6917510844","-0.101666874","-0.650672557"," 0.520551934"," 0.643768558","-0.301698452"," 0.215486159","-0.323585480","-0.063053020","-0.494791959","-0.2391800639","-1.10658588"," 0.791285420","-0.0779900324"," 0.190953588"," 0.206744302"," 0.34005095"," 0.26863503","-0.6206283887","-0.113601828","-0.605774210"," 0.15027550"," 0.691380425"," 0.1106696893"," 0.098679403"," 0.094623776","-0.46868481","-0.075452311"," 0.158905118","-0.025894922","-0.083087702"," 0.408742895"," 2.052606e-01"
"47","Slc11a2","FALSE","-0.093894677","-0.123522735"," 0.060566138","-0.1261117749","-0.278299222"," 0.030421898"," 0.081561568","-0.079084661","-0.142363637","-0.144594794"," 0.008335302","-0.027774096"," 0.093853781","-0.1102382302"," 0.18375072"," 0.086278438"," 0.0622634263"," 0.414635718","-0.168631310"," 0.18275490","-0.02422266"," 0.3447830951","-0.084292940","-0.183000670","-0.04670239","-0.450516433","-0.2307519125"," 0.148079720","-0.036667864","-0.33852738"," 0.011766308","-0.006978536"," 0.236692277","-0.171009781","-0.003874895","-3.095076e-02"
"48","Slc20a1","FALSE","-0.262257797"," 0.171432064"," 0.238978906"," 0.0863892654","-0.137418249"," 0.033606635"," 0.164441649"," 0.011699405"," 0.212815145"," 0.498371253","-0.390038249"," 0.218018810"," 0.202519065","-0.0468191958"," 0.63705694"," 0.301700748","-0.3534737084"," 0.148312105"," 0.181198264"," 0.01094419"," 0.31526799","-0.5961308649"," 0.169220195"," 0.676499495","-0.17723313","-0.041501769","-0.0916780861"," 0.307206306"," 0.262578327"," 0.07594766"," 0.361627974","-0.115443246"," 0.676928334","-0.251298164","-0.161618270"," 3.127860e-02"
"49","Slc8b1","FALSE"," 0.357560248","-0.701316031","-0.078683237"," 0.3241260237"," 0.132472361","-0.052236120"," 0.122689378"," 0.411801185","-0.018194890"," 0.446464195"," 0.170490448","-0.352157424"," 0.089242905"," 0.1030409415"," 0.64296788","-0.006057582"," 0.2868576817"," 0.471137008","-0.145734329"," 0.18895989"," 0.04656668","-0.1491003756","-0.130368159","-0.258554075"," 0.39624980","-0.014420710","-0.5072572231","-0.158831199","-0.147617997","-0.61032526","-0.200680640"," 0.191085399"," 0.458355279","-0.132640060","-0.169610674"," 6.424124e-01"
"50","Slc25a4","FALSE"," 0.255154610","-0.006721941"," 0.068982210","-0.1314739094"," 0.259546558"," 0.239081487","-0.009955532","-0.059759200"," 0.154874195"," 0.126250058"," 0.077052119"," 0.134675700"," 0.043558340"," 0.1159184495"," 0.18491936"," 0.213686535"," 0.1054094486"," 0.077242293"," 0.082715469"," 0.11039235"," 0.23932216","-0.2063558005"," 0.244427923"," 0.390409550"," 0.20195912"," 0.103074208"," 0.0451423849","-0.439056799"," 0.106110093"," 0.01253348","-0.584209736"," 0.025450899","-0.266580719"," 0.016178024"," 0.167811404","-2.941349e-01"
"51","Slc16a3","FALSE","-0.070206221"," 0.078200635"," 0.190399829","-0.3701167561"," 0.158828472","-0.044005193","-0.128200814"," 0.109196575"," 0.046718585"," 0.438439608","-0.004197426","-0.034606736"," 0.122545137"," 0.0901119792"," 0.19963120","-0.461715692"," 0.1619237441"," 0.346391439"," 0.092400802","-0.28405880","-0.25446522","-0.4514275724"," 0.544763319"," 0.882068302"," 0.07834504"," 0.420239257"," 0.5126780628","-0.303122683"," 0.083568086"," 0.90863495","-0.172586017"," 0.453085218"," 0.237788077"," 0.493810379","-0.021581118"," 4.450259e-01"
"52","Slc43a3","FALSE","-0.035548514","-0.530689143"," 0.250970807","-0.2101678601","-1.075483887"," 0.005991622"," 0.049279092","-0.354044573","-0.455459428","-0.341565725"," 0.007252135"," 0.058443958","-0.146987821"," 0.4049296320"," 0.40885200"," 0.065658783"," 0.0481973315","-0.239166971"," 0.107811898"," 0.55470759"," 0.12461408","-0.1691743564","-0.292460199"," 0.420482784","-0.13875929"," 0.168575702"," 0.2637633522","-0.282112275","-0.678177031","-0.32843017"," 0.175366905","-0.273180126","-0.017877501"," 0.573964010"," 0.339505348","-3.368315e-01"
"53","Slc18a1","FALSE"," 0.278278127","-2.151489697"," 0.484268711"," 1.1774166512","-0.097844033"," 0.054904168"," 0.302942368"," 0.234647406","-0.244047237"," 0.273678317","-0.341187926"," 0.213015922","-0.057190102","-0.2749556633","-0.06942247","-0.351708619","-0.0547152683","-0.400485142"," 0.420763641"," 0.16783709","-0.21360554"," 0.0969294884","-0.165927042","-0.153496086","-0.43834799","-0.260940709","-0.1027419628"," 0.442132270"," 0.646797880","-0.39008001"," 1.034132070","-0.953993636"," 0.573548939"," 0.071924027","-0.705524481"," 4.680931e-01"
"54","Gfpt1","TRUE"," 0.100368185","-0.547919532"," 0.204179966"," 0.0985231238"," 0.566156475"," 0.013009493"," 0.110348968"," 0.058776277"," 0.372766868"," 0.137875484","-0.012403073"," 0.048870041","-0.464612498","-0.3945482209","-0.10067086"," 0.085639579"," 0.0077662215"," 0.356877228","-0.516872611","-0.08327008"," 0.02013677"," 0.2915652663"," 0.173798779"," 0.162642186"," 0.35760917"," 0.256494258","-0.0530901737"," 0.320878837","-0.078817451"," 0.55750920","-0.017894864","-0.266429392","-0.056722076","-0.198915807","-0.675428771","-5.151918e-02"
"55","Aldh4a1","FALSE"," 0.567012460"," 0.271734945","-0.054493470","-0.1689876809"," 0.749056144","-0.555099442"," 0.675239306","-0.782062845"," 0.069951186"," 0.284423761","-1.163489049","-0.018888020"," 0.497705740","-0.1212774177"," 0.08976298","-0.032985479","-0.5558242904"," 0.487950015","-0.307636486"," 0.12199734","-0.65251729"," 0.5793515120","-0.267633093"," 0.507136654"," 0.25305695"," 0.574019518","-1.4449080123","-3.551045838"," 0.380955677"," 1.46906432","-2.269286532"," 0.130941706"," 0.006108170"," 0.387878114"," 0.516632946","-3.608333e-01"
"56","Slc27a1","FALSE","-0.360927544","-0.447312716","-0.280937332"," 0.2401088817","-0.003052012","-0.007205670","-0.123449260"," 0.031625761","-0.293437312"," 0.125700815","-0.028074479","-0.158727306"," 0.113982007","-0.2900952108"," 0.23922619","-0.429010343","-0.1294268393"," 0.114479341","-0.450699773"," 0.08362607","-0.18961861"," 0.5127982279","-0.300478764","-0.117061471","-0.14744205","-0.257183585","-0.3784131799"," 0.064181456","-0.141242794","-0.28520726"," 0.240317211","-0.256109941"," 0.425215144","-0.045025356","-0.283341192","-2.012592e-01"
"57","Slc35f5","FALSE","-0.155123034"," 0.295679028","-0.370354550","-0.0273906432","-0.053543772"," 0.128513885","-0.297686229","-0.281364563"," 0.132976534","-0.284840273"," 0.096813435","-0.220105309"," 0.300969626","-0.0798113761","-0.58900828"," 0.064800065"," 0.4057593508"," 0.007801218","-0.048610376","-0.04561028"," 0.21885722"," 0.1515523824"," 0.317595919"," 0.103277302","-0.05494124"," 0.512635928","-0.0482743312"," 0.080777469","-0.080825248"," 0.26066849"," 0.268849301"," 0.276381326"," 0.247890362"," 0.196094317"," 0.349125460"," 4.122620e-01"
"58","Slc1a5","TRUE","-0.230636173","-0.722572537","-0.015178450","-0.3061888860"," 0.269286463"," 0.366429504","-0.107027430","-0.154802351","-0.008955686"," 0.074626795"," 0.586922084"," 0.387087748","-0.275912670"," 0.0919425897"," 0.71068112","-0.155394022"," 0.2245806428"," 0.172219790","-0.127459842","-0.06123544"," 0.25055468"," 0.4436379882"," 0.313734488"," 0.671190912","-0.20214046","-0.296142804"," 0.4748603241"," 0.160218776"," 0.333298797","-0.07063166"," 0.380308263"," 0.053794946"," 0.382418041"," 0.026979464","-0.260847936","-4.075565e-02"
"59","Glud1","TRUE","-0.106027896","-0.259870216","-0.074863626","-0.0045274377"," 0.206210092"," 0.060816858"," 0.049738873","-0.023375400","-0.023319242"," 0.185597713"," 0.057738593"," 0.256623495","-0.023268281","-0.1602726488","-0.08517254","-0.142219979","-0.0249335121"," 0.154512263","-0.185879900"," 0.24917940"," 0.03705101","-0.3553560361"," 0.084885964"," 0.170957071"," 0.05613414","-0.202012224","-0.1342477022","-0.006533626","-0.086920060"," 0.08975747"," 0.131482275","-0.044345014"," 0.189139599","-0.087811924","-0.138114095","-3.599961e-02"
"60","Slc43a2","FALSE","-0.166433687","-0.530049326"," 0.152438374"," 0.2757344039","-0.094191783"," 0.097902059"," 0.016840626"," 0.261283747"," 0.043632639"," 0.289922222","-0.182795499","-0.108036480","-0.430863696","-0.0804945431","-0.34268484","-0.162546179","-0.1457670190"," 0.366892171"," 0.054163260"," 0.69025657","-0.49145223","-0.3795674712","-0.534089806","-0.173859330","-0.54946795","-0.066372943","-0.8983292515","-0.547095785"," 0.024010699","-0.38436692","-0.276512613","-0.109260154"," 0.098270986"," 0.197674100"," 0.320045378"," 1.108520e-02"
"61","Slc25a44","FALSE"," 0.227983669","-0.285815200"," 0.201453919"," 0.0407210495"," 0.038284984","-0.224168944","-0.021707706"," 0.185134795","-0.588978056","-0.269013669"," 0.074644374","-0.084156695","-0.162408673"," 0.0878612529"," 0.18750835","-0.063278806"," 0.0663134194"," 0.158631193"," 0.144183055"," 0.41941048","-0.04292034"," 0.2349907451","-0.375463979","-0.310461950"," 0.14701045","-0.077859817"," 0.3159036074","-0.127212247"," 0.092617623","-0.03777731"," 0.404521152"," 0.295868616"," 0.497419509"," 0.463864066"," 0.282640332"," 7.681277e-01"
"62","Slc9a1","FALSE","-0.362012039"," 0.114199700","-0.112776130"," 0.1249107855","-0.001524966"," 0.238882839","-0.072969656"," 0.071752895"," 0.109291052"," 0.287207865"," 0.273332214"," 0.236181332","-0.660462905","-0.3163331159","-0.52365729","-0.015149793","-0.1807739466","-0.247512448"," 0.027780817","-0.08005781","-0.28141523","-0.0857255556","-0.798287588","-0.683041622","-0.19886508","-0.404987589"," 0.0090310678"," 0.574019445"," 0.139133926","-0.50303369"," 0.065169513","-0.616846746","-0.015627153","-0.620727178","-0.776798157","-2.614115e-03"
"63","Slc35f6","FALSE"," 0.013405330","-0.697381730"," 0.371042181"," 0.1990569537","-0.070573913"," 0.041435890","-0.034804944"," 0.005949119","-0.009472426","-0.037018245"," 0.403628200","-0.014888478","-0.191808873"," 0.1390080471"," 0.72913189"," 0.082215525"," 0.0325852227"," 0.344826555","-0.310598405"," 0.17463895"," 0.07226108"," 0.3870241049","-0.117690006","-0.087902020"," 0.07053792","-0.292532875","-0.0973271733","-0.292638339"," 0.293342998"," 0.45952991"," 0.316803731","-0.015933268"," 0.391132002","-0.024528362","-0.922573865"," 3.017972e-02"
"64","Slc12a6","FALSE","-0.122617338"," 0.220818412"," 0.319984366","-0.0302891156","-0.358091149","-0.022214441"," 0.157831792","-0.171647237"," 0.000577395"," 0.154362803","-0.254198562","-0.119047957","-0.220212689","-0.0042017502"," 0.17384070"," 0.263043278","-0.0565620545"," 0.180522109","-0.035522650","-0.25479068","-0.03764457"," 0.1110552832"," 0.331148422","-0.083570419","-0.02766060","-0.519534974","-0.0810290065"," 0.015878931","-0.252449194","-0.56736450"," 0.040998818","-0.451936694"," 0.011616906","-0.224818071","-0.285445226","-2.054552e-01"
"65","Slc39a10","FALSE"," 0.705359735"," 0.111913170"," 0.332753664"," 0.6615545239"," 1.571118121","-0.589414910","-0.445724695","-0.075926476","-0.409588995","-0.924531435"," 0.253639478"," 0.732772934","-0.017197886","-0.7909614507"," 1.37968384","-0.506490359"," 0.3272962286"," 0.729017587","-1.267701647","-0.23509902"," 0.06481108"," 0.3151201038","-0.450963552"," 0.579519189"," 0.08820701","-0.826621731","-0.3244149786"," 1.034690007"," 0.461710898"," 0.17363503"," 0.417109086","-1.231462741"," 0.630271295"," 0.182275596","-1.238584836","-5.920778e-01"
"66","Slc25a13","TRUE"," 0.177969930","-0.107395556","-0.114641039"," 0.8236531051"," 1.342513488"," 0.377115663"," 0.208241532"," 0.196405861"," 0.541561575"," 0.854987654"," 0.448319269","-0.524992509","-1.306375379"," 0.1929853951"," 0.43886093","-0.169744912"," 0.4616102152"," 0.019746591","-0.474719595","-0.70516465"," 0.45990170"," 0.4261500221"," 0.653638304"," 1.049750604"," 0.15154656"," 0.214798882"," 0.0144350519","-0.343808274"," 0.162169480"," 0.36139762","-0.410996783"," 0.342270118"," 0.457885471","-0.104448103"," 0.121367410"," 5.585567e-02"
"67","Slc35c2","FALSE"," 0.274692365","-0.611717653"," 0.586869320"," 0.3887982054","-0.200284594","-0.929501231","-0.347569577"," 0.745130421","-0.040343301","-0.470624087"," 0.202275325"," 0.581153568"," 0.290478329","-0.1199172392","-0.29875975"," 0.092015075"," 0.4100702749","-0.521507044"," 1.109901018"," 0.13748899","-0.04636342","-0.2805665344"," 0.914439570"," 0.489193554","-0.10200312"," 1.196303386","-1.0444197268","-0.192139668","-0.520757125","-0.32708420"," 0.389870686","-0.854895487","-0.302838651","-0.075025647"," 0.592282521"," 1.150432e+00"
