"","sgCtu1_g1_input","sgCtu1_g1_polysome","sgCtu1_g2_input","sgCtu1_g2_polysome","sgCtu2_g1_input","sgCtu2_g1_polysome","sgCtu2_g2_input","sgCtu2_g2_polysome","sgCtu1_g1_TE","sgCtu1_g2_TE","sgCtu2_g1_TE","sgCtu2_g2_TE"
"Lypla1",0.206152238985631,0.403798914806838,0.334282856749621,0.268448994717042,0.376736837040272,0.610848611278118,0.164771711482562,0.684747895889736,0.197646675821208,-0.0658338620325791,0.234111774237846,0.519976184407175
"Ube2w",0.187750343209565,0.0858167572835429,0.271899175966833,0.266478339013237,0.33488412534724,0.226763893486764,0.169539610405682,0.676466187950239,-0.101933585926022,-0.00542083695359619,-0.108120231860476,0.506926577544557
"Sdhaf4",0.148666790668311,0.253204634466549,0.126895904328962,0.269716610704028,0.0754741307002682,0.0916929405164035,0.0692686718209092,0.574133456020552,0.104537843798238,0.142820706375065,0.0162188098161353,0.504864784199643
"Mrpl30",0.0534106304547644,0.305999163078391,0.127583329698855,0.211572466950444,0.138591399487831,0.0516828287378885,-0.0565486328778206,0.663008626013434,0.252588532623626,0.0839891372515886,-0.0869085707499426,0.719557258891255
"Eif5b",-0.0436400859664277,-0.281453487633972,-0.108135299311857,-0.38011853927048,-0.030604672614456,-0.454621390481851,0.416217809995724,-0.662434504134813,-0.237813401667545,-0.271983239958622,-0.424016717867396,-1.07865231413054
"Nab1",-0.0731760764946916,0.270887552305969,0.106042622775843,0.393485291256919,-0.0320716716662375,0.0381551362404515,-0.287551903119567,1.04477460685331,0.344063628800661,0.287442668481076,0.070226807906689,1.33232650997287
"Ormdl1",0.594688723122157,0.642976532709021,0.00982882091678494,0.594135367051991,0.261826763738504,0.816928898045611,-0.0790966550860999,1.04778902752763,0.0482878095868635,0.584306546135206,0.555102134307107,1.12688568261373
"Sumo1",0.135063253260389,0.222654901484852,0.292125509591289,0.121239019631665,0.168306250666381,0.206654696447703,-0.0706366503671845,0.61338545166796,0.0875916482244623,-0.170886489959624,0.0383484457813204,0.684022102035144
"Ino80d",0.113506360526212,-0.327385083351734,0.0242829908051005,-0.263529849624437,-0.199995884280663,-0.14855053737731,-0.104126692441018,-1.48259742710809,-0.440891443877946,-0.287812840429537,0.0514453469033533,-1.37847073466707
"Rpl37a",0.0134179278344639,0.0186716199841008,-0.131217541521263,-0.128674356730674,-0.210508401298883,-0.137259319380034,0.265114257177338,0.0766376445994279,0.00525369214963689,0.00254318479058924,0.0732490819188492,-0.18847661257791
"Sp140",0.0329748388973199,-0.111922472706295,0.0482532086509453,-0.182416409402117,-0.206216263819912,-0.614037547225077,-0.175357789794077,-0.742515553599548,-0.144897311603616,-0.230669618053061,-0.407821283405164,-0.56715776380547
"Ncl",-0.540394076263881,-0.790577911973514,-0.219281263642208,-0.514885761048474,-0.22315269614672,-0.67054360994362,-0.0726969612655841,-1.16839215086424,-0.250183835709633,-0.295604497406266,-0.4473909137969,-1.09569518959865
"Nucks1",0.0557658185327901,-0.348917941125023,0.00697939395418956,-0.218182041035559,-0.0540017463633484,-0.0923709158836461,-0.048486054615668,-0.728515490896479,-0.404683759657813,-0.225161434989748,-0.0383691695202977,-0.680029436280811
"Mfsd4a",0.676327602388899,-0.286477741383615,0.454141819732414,-0.000744227146320053,0.34955998943641,-0.247276044514583,1.16451406468665,0.100022467407637,-0.962805343772514,-0.454886046878734,-0.596836033950992,-1.06449159727901
"Ppp1r15b",-0.232108939538229,-0.0366773847388311,-0.254907306585751,-0.0408609234167665,-0.578276893216605,-0.295008081433267,-0.524878723861112,-0.290038179081075,0.195431554799398,0.214046383168984,0.283268811783338,0.234840544780036
"Btg2",-0.164069295152916,-0.0500575597791215,-0.171498072720087,0.0132202591685511,0.190869676418898,0.484892085919215,0.593405694278055,0.676711797512721,0.114011735373794,0.184718331888639,0.294022409500317,0.0833061032346656
"Zfp281",0.511067820448107,-0.551709248656576,0.39490225341488,-0.289482441147138,0.244459786931562,-0.502719302015197,0.807973982282414,-0.295137824962484,-1.06277706910468,-0.684384694562017,-0.747179088946759,-1.1031118072449
"Ptgs2",0.150817222621177,-0.0753170756634685,0.0755979486675162,-0.0990731336919364,-0.0843434299856938,-0.312132595635529,-0.603153891270122,-0.26807162377001,-0.226134298284646,-0.174671082359453,-0.227789165649836,0.335082267500113
"Prrc2c",0.0496172814171709,-0.177208477404837,-0.29824524133053,-0.168071840800662,-0.193406713531989,-0.492277038881018,0.130362824279807,-0.848215995439721,-0.226825758822008,0.130173400529868,-0.298870325349029,-0.978578819719528
"Fcgr3",-0.0193268837519103,0.215006529506637,0.0795568595200553,0.191894790414143,0.0799340466959197,0.264083441224871,-0.0156334907572901,0.532329915438632,0.234333413258547,0.112337930894087,0.184149394528951,0.547963406195922
"Fcer1g",0.0181080893405667,0.190611957447826,0.00148754512519034,0.0909270875389545,0.00058084754519605,0.110211809121969,0.0287655639680668,0.405668548578696,0.17250386810726,0.0894395424137642,0.109630961576773,0.376902984610629
"Slamf9",-0.231299957068978,0.292545533873618,0.0053581942589469,0.37205554548319,0.104904292369342,0.378806450362968,-0.374669026839299,0.814020315889077,0.523845490942596,0.366697351224243,0.273902157993627,1.18868934272838
"Ifi203",-0.210974278749046,-0.103271644391464,-0.102749769144338,-0.247253815496724,-0.372991825811338,-0.493574650051884,-0.457246508055281,-0.691464698662961,0.107702634357582,-0.144504046352386,-0.120582824240546,-0.23421819060768
"Desi2",0.487925410892883,-0.377126553612746,0.506469403517011,0.0396337072162982,0.276165667693031,-0.174401117910638,0.743819777026752,0.291940293548473,-0.86505196450563,-0.466835696300712,-0.450566785603669,-0.451879483478279
"Cnih4",0.0291279294043063,0.146621467433988,0.149859163088542,0.151763683660554,0.109761128085378,0.178617780989476,0.0507953994237669,0.581367030432378,0.117493538029682,0.00190452057201185,0.0688566529040981,0.530571631008611
"Rbm17",-0.0230250246319237,-0.315806845100179,-0.0675367098844628,-0.348340245579859,0.125604244648179,-0.736464095370345,0.187265082563878,-0.445045935058866,-0.292781820468255,-0.280803535695396,-0.862068340018524,-0.632311017622745
"Il15ra",-0.0273033954802342,0.159912712974086,-0.159957894181236,0.190333592272902,-0.416893045894324,-0.257266119946162,-0.718232564765731,-0.316792790336747,0.18721610845432,0.350291486454138,0.159626925948162,0.401439774428984
"Mrc1",-0.0782912753172482,-0.224626961348922,-0.107153043077988,-0.37123456319198,-0.355779712533824,-0.813227825517446,-0.142359354721188,-0.631605250381321,-0.146335686031674,-0.264081520113992,-0.457448112983622,-0.489245895660132
"Ptpa",0.051545793759801,-0.151922689122719,-0.195352123455066,0.0580282724450552,-0.172585009066578,-0.117802331810832,-0.583951926156473,-0.0736914392481562,-0.20346848288252,0.253380395900122,0.054782677255746,0.510260486908317
"Dpm2",0.0161747306080011,0.281244129533019,0.167984273388752,0.0491026696842853,0.291818601363678,0.141711306184681,0.0946902306755302,0.693128286648427,0.265069398925018,-0.118881603704467,-0.150107295178997,0.598438055972896
"Hspa5",-0.120607389300456,-0.0681493747077226,-0.265375651394642,-0.2948469216822,-0.34572013063352,-0.381404120440329,-0.456610194125234,-0.540671358005445,0.0524580145927338,-0.0294712702875577,-0.0356839898068086,-0.0840611638802109
"Mmadhc",-0.305274156352787,-0.144686313030499,0.00303037604313339,0.0505624493164296,-0.226407401633628,0.325684656667358,-0.663363636534073,0.00307231158361265,0.160587843322287,0.0475320732732962,0.552092058300985,0.666435948117686
"Rnd3",-0.0605988956143744,-0.0972430993166373,-0.012759772625893,-0.0310761563915811,-0.199712812668272,-0.195632853537292,-0.282246125256099,-0.483925985453951,-0.036644203702263,-0.0183163837656881,0.00407995913097992,-0.201679860197852
"Immp1l",-0.0616268195792218,0.122377136677746,0.056892372285243,0.0235607338416131,0.00219938151886812,0.131263333497166,0.0166213065032812,0.717800081728914,0.184003956256968,-0.03333163844363,0.129063951978298,0.701178775225633
"Rtf1",0.258313709510874,-0.199698049198906,0.00848162006701525,-0.20610140631361,0.0380217404110041,0.0264211672962436,0.944209521607393,-0.00256432717008437,-0.45801175870978,-0.214583026380625,-0.0116005731147606,-0.946773848777477
"Zfp106",-0.17634547019026,-0.405277039545034,-0.0316688714594617,-0.142168179661009,0.0220832845995833,-0.274516796106609,0.374103218819962,-0.522246683367798,-0.228931569354774,-0.110499308201547,-0.296600080706193,-0.89634990218776
"Serf2",-0.0297627376233596,0.0287197018839613,0.0746359309533986,-0.109947061942155,-0.0105438341152979,-0.0971240224212551,-0.166233286411895,0.504441052456587,0.0584824395073209,-0.184582992895553,-0.0865801883059572,0.670674338868482
"Patl2",-0.00596539720663181,-0.0578454547031964,-0.0172812076708571,0.069311711112066,0.0388766667880933,0.00425059280019369,0.84201490918014,0.016906061421567,-0.0518800574965645,0.0865929187829231,-0.0346260739878996,-0.825108847758573
"Gm14023",0.533467544300483,0.368806024508631,0.101628154685566,0.167414260631032,0.0312142340780337,0.189454580547693,1.26008931093599,-0.156952215958691,-0.164661519791851,0.0657861059454659,0.158240346469659,-1.41704152689468
"Efcab8",0.0163921678430912,0.419922787223748,-0.0864044745754091,0.351935963758755,-0.108030005826052,0.357527344954184,-0.98091326521722,0.284283034362113,0.403530619380657,0.438340438334164,0.465557350780236,1.26519629957933
"Eif2s2",-0.0750001995343226,-0.217278268896708,0.0496506630129669,-0.391517955121861,-0.0115776141264572,-0.377987321977189,-0.0488969975271392,-0.457098993766886,-0.142278069362385,-0.441168618134828,-0.366409707850732,-0.408201996239747
"Dynlrb1",0.0642314387091218,0.13636986713284,0.0523036021442316,0.059950283730311,0.0114198906589884,0.148104034309227,0.018314881815213,0.50952934080486,0.0721384284237185,0.0076466815860794,0.136684143650239,0.491214458989647
"Cebpb",0.0220429551217869,-0.234245074273742,-0.21617663552506,-0.131942031773283,0.0642076760482198,0.084184690336838,0.428614923169094,0.182033874280493,-0.256288029395529,0.0842346037517769,0.0199770142886182,-0.246581048888601
"Fabp4",-0.44755677032331,-0.49273339784647,-0.489570518464505,-0.639601534828144,-0.522917854115835,-0.743525672320968,-0.476649815901781,-0.399863523150334,-0.0451766275231602,-0.15003101636364,-0.220607818205132,0.0767862927514473
"Car2",0.575096643472143,0.27279275685415,0.597436005328317,0.344904295667543,0.54073373753933,0.662474913230829,-0.14840477255842,-0.134405513139019,-0.302303886617993,-0.252531709660774,0.121741175691499,0.0139992594194007
"Naaladl2",0.243735933569576,0.176970295334853,-0.655371301603926,0.161328641622804,-0.629448872245049,-0.223024135827865,-0.873890586327058,0.020760330014209,-0.066765638234723,0.81669994322673,0.406424736417184,0.894650916341267
"Dnajc19",-0.0907999332694347,0.14718022026473,0.0906256331403803,-0.0504109129573838,0.107666882279468,0.044275055292931,0.133174441567082,0.717436036440533,0.237980153534164,-0.141036546097764,-0.0633918269865372,0.584261594873451
"Ndufc1",0.0154719048855121,0.218331461115987,-0.0594080897274605,0.031795128927822,-0.0358104199341707,0.0161394381223108,0.100544083550144,0.471413218642208,0.202859556230475,0.0912032186552825,0.0519498580564814,0.370869135092065
"Selenot",0.116455300207646,0.227400805991527,0.0139344267495112,0.146427145376104,-0.0754414096202307,0.0880039840439943,-0.401844098713026,0.527107365466653,0.110945505783881,0.132492718626593,0.163445393664225,0.928951464179679
"Veph1",0.186383514293999,-0.231340466282358,-0.406401692775811,-0.334172617845155,-0.46459634563162,-0.591858327187227,-0.0520845289569376,-0.824993467226193,-0.417723980576357,0.0722290749306556,-0.127261981555607,-0.772908938269255
"Ptx3",0.0912888019335423,-0.178766954202606,-0.220206312488678,-0.280882851400126,-0.360838444272952,-0.435550187624404,-0.290707585194987,-0.674332042369899,-0.270055756136149,-0.0606765389114479,-0.0747117433514521,-0.383624457174912
"Tmem154",-0.154144976057683,0.209969693717778,0.187394586520316,0.39134716760704,0.275187531241976,0.519033595104529,0.0417708883657069,0.736045538887965,0.364114669775462,0.203952581086724,0.243846063862552,0.694274650522258
"Glmp",-0.0213893585910103,0.221906792215348,0.295811625362644,0.228577353026791,0.265050898263201,0.548521777082231,-0.0309939753775872,0.52771652607214,0.243296150806358,-0.0672342723358526,0.283470878819029,0.558710501449728
"Slc50a1",-0.165385598731777,0.439914311053072,-0.176115530823823,0.248193105220454,-0.122762503888273,0.742137973044661,0.0666693517722985,1.0992330592658,0.605299909784849,0.424308636044278,0.864900476932934,1.0325637074935
"Cks1b",-0.1428135674442,0.278090519266168,-0.0200986653284687,0.271472880180418,0.000379826534222971,0.120707066334908,-0.455076373111384,0.520755369919604,0.420904086710369,0.291571545508887,0.120327239800685,0.975831743030987
"Ctss",0.0625411242060778,-0.0489947256961329,-0.0780870723178513,-0.0713650386422131,-0.113734080556616,-0.0382927065668746,0.393959612021032,-0.158483940594595,-0.111535849902211,0.00672203367563817,0.0754413739897419,-0.552443552615626
"Mrps21",-0.104550023906123,0.215451566023014,0.132300144582569,-0.032351025417066,0.0687160498278612,0.0181582587994038,-0.0887291552907605,0.52426573212719,0.320001589929137,-0.164651169999634,-0.0505577910284574,0.61299488741795
"Sf3b4",0.396566615390261,0.646761824003192,0.47647055807675,0.53739539645791,0.584331946108493,1.01447320855498,0.913482047372208,0.0966057416482831,0.250195208612932,0.0609248383811596,0.430141262446491,-0.816876305723925
"Spag17",0.04958652075848,0.0679844486553707,-0.226047846574517,0.371994199640119,-0.0619614558863497,-0.0787862644484609,-0.173035359360839,-2.471216070133,0.0183979278968907,0.598042046214637,-0.0168248085621112,-2.29818071077216
"Lamtor5",0.108102424223771,0.195261426571784,0.12808724669275,0.144239864201713,0.157421867081859,0.0453654875487688,-0.0151756468595572,0.561993558986526,0.0871590023480131,0.016152617508963,-0.11205637953309,0.577169205846083
"Fndc7",0.570801608546363,-0.253976634690759,0.362052959456933,-0.50875908944103,0.298467618149775,-0.537348261422144,1.03751540419712,-0.471249058591765,-0.824778243237123,-0.870812048897962,-0.835815879571919,-1.50876446278888
"Prpf38b",-0.0868667790489841,-0.074692875183235,-0.161571366057028,-0.228482607849994,-0.23052218381646,-0.297462393251478,0.618240113695457,-0.223508531967011,0.0121739038657491,-0.0669112417929663,-0.0669402094350184,-0.841748645662467
"Gm17494",0.291252321703261,-0.0857440778245793,0.321232645571536,0.120374003424127,0.511087045746791,-0.0427697697610419,1.08383692481691,-0.106879432473905,-0.376996399527841,-0.200858642147408,-0.553856815507832,-1.19071635729082
"9830132P13Rik",-0.149091272235684,-0.149829700200155,0.0547154584577978,-0.0115287148126626,-0.208629419277468,0.214580069950055,-0.62382563107555,-0.135105154025918,-0.0007384279644711,-0.0662441732704604,0.423209489227523,0.488720477049633
"Ostc",-0.144130821736525,0.0224298337611408,0.0641081364121394,-0.0150393552003658,0.00920160215119914,0.138573677905926,-0.236585694363224,0.477141680806509,0.166560655497666,-0.0791474916125052,0.129372075754727,0.713727375169733
"Tacr3",0.0651830444408796,0.0309736781432415,0.0316598598249787,-0.0676325150067019,-0.160778660690088,-0.285348819371515,-1.14613914072976,-0.321835813418201,-0.0342093662976382,-0.0992923748316805,-0.124570158681427,0.824303327311564
"Gng5",0.106796451816439,0.295218719880957,0.194442758811874,0.167625564729141,0.168645267375402,0.124037820600412,0.099918693888231,0.736021142154533,0.188422268064517,-0.0268171940827333,-0.0446074467749895,0.636102448266302
"Vcp",0.0921652480710433,-0.217601695692699,-0.188258638361058,-0.546958542570048,-0.228974480190129,-0.792853998176705,-0.188273110229271,-0.390628163189716,-0.309766943763742,-0.35869990420899,-0.563879517986575,-0.202355052960446
"Tomm5",-0.00484606769025397,0.0968358493868458,0.053473933851067,-0.0979709625857339,-0.0202565260923784,-0.0613925523549463,-0.11779253314587,0.599653318903117,0.1016819170771,-0.151444896436801,-0.041136026262568,0.717445852048987
"Tmem38b",0.107096110309589,0.0831488685508601,0.0976878476933623,0.175465794390653,0.142243560593109,0.150974386067191,-0.132609672529308,0.5758300539485,-0.0239472417587292,0.0777779466972905,0.00873082547408188,0.708439726477808
"Gng10",0.117930780096464,0.177776409993447,0.159079777811884,0.117995141399195,0.166236864777059,0.183442496324617,-0.110230574574053,0.766539543363284,0.0598456298969827,-0.0410846364126893,0.0172056315475579,0.876770117937337
"Ifnb1",-0.00640967064107834,0.019764849573944,-0.0905526603671927,-0.0804549849509506,-0.25955104143064,-0.286017941970075,-0.213501908006499,-0.569900498552784,0.0261745202150223,0.0100976754162421,-0.0264669005394342,-0.356398590546284
"Jun",0.296852305640717,-0.153675320308111,0.0534712404920645,0.304874296893136,0.047574013448072,-0.0496458850292294,0.493489554559286,0.00422548055901117,-0.450527625948828,0.251403056401071,-0.0972198984773014,-0.489264074000275
"Prdx1",0.059721766150366,-0.0237954924050641,-0.261472150100667,-0.0880981286306586,-0.225338646676871,-0.0273807801641031,0.296530183450246,-0.257134761914493,-0.08351725855543,0.173374021470009,0.197957866512768,-0.553664945364739
"Svbp",-0.244757382792794,0.622666322807349,-0.00251272569622163,0.203314297518891,-0.10026610969102,0.141631821899098,-0.302243152089677,0.723596345443109,0.867423705600142,0.205827023215113,0.241897931590118,1.02583949753279
"1700057H15Rik",0.735347610767474,0.598484086630941,0.514763406151193,0.435460735603695,0.910796598164221,0.579883901887133,0.434787071876672,-0.425315374561613,-0.136863524136533,-0.0793026705474977,-0.330912696277088,-0.860102446438284
"Grik3",-0.00964062638199081,-0.0797948304153433,-0.320794766567756,-0.171292725014602,-0.337143976754454,-0.138231580779896,0.176555175792721,-0.129888002882614,-0.0701542040333525,0.149502041553154,0.198912395974558,-0.306443178675336
"Marcksl1",0.0414047718476747,0.0920885792160835,-0.0451242767820004,0.158674857922393,-0.329005564150139,-0.00897369984298546,-0.454836267229084,0.0799154577161563,0.0506838073684088,0.203799134704393,0.320031864307153,0.53475172494524
"Hmgn2",0.00214480547623275,0.201312097059267,0.230405432364542,0.149660636190254,0.147442743115951,0.284561706935623,-0.0738903895940952,0.590432236433515,0.199167291583034,-0.0807447961742875,0.137118963819672,0.66432262602761
"Sh3bgrl3",0.00626200905330521,0.122786759875032,-0.0126090533151828,0.0570581591984247,-0.0218292541104574,0.123698684832837,0.0650265747988801,0.398704293738849,0.116524750821727,0.0696672125136075,0.145527938943294,0.333677718939969
"Spen",-0.74458390594049,-0.645479500457193,-0.414394865083547,-1.09177993285915,-0.397475013900051,-0.152001966053751,-0.124550241224442,-2.06521518463921,0.0991044054832968,-0.6773850677756,0.245473047846299,-1.94066494341477
"Zfp984",0.0858402550880704,0.387913141377708,0.181558694601159,0.747159576209345,0.354667494189576,0.567052979004503,0.138353008589521,1.31996635464214,0.302072886289638,0.565600881608187,0.212385484814927,1.18161334605262
"Cdk11b",-0.292675784804177,-0.225307334289389,-0.221497300631728,-0.274327032510043,-0.199927973373207,-0.500251382378578,0.115233527799387,-0.687383772168253,0.0673684505147882,-0.0528297318783153,-0.300323409005371,-0.802617299967641
"A630072M18Rik",0.0368270807071784,0.0409323741064442,0.0106716217041605,0.0298859982927402,-0.221664339290109,-0.24089055738176,-0.360074866193237,-0.585302927956508,0.0041052933992658,0.0192143765885797,-0.0192262180916511,-0.22522806176327
"Tmem214",0.309750175214469,-0.4687986770428,0.199130351736713,-0.361405016195764,0.0563385357266988,-0.289334072455509,-0.0543626621086384,-1.80976094648197,-0.778548852257269,-0.560535367932478,-0.345672608182208,-1.75539828437333
"Fosl2",-0.24188173515353,-0.459635526839268,-0.0376575976999103,-0.203588204976485,0.189254580450078,0.0587969017790071,0.404554016303694,0.015186271725331,-0.217753791685737,-0.165930607276575,-0.130457678671071,-0.389367744578363
"Dok7",-0.0294321301677969,0.500730555339979,-0.281496622553167,0.476596699274891,0.487752387112442,0.786379901823366,0.352388248586614,1.72635276462297,0.530162685507776,0.758093321828058,0.298627514710924,1.37396451603636
"Smim20",0.306684358643626,0.0593262167360171,0.332340048444324,0.198074904998179,0.245539578492604,0.355706977336543,0.0785572612259404,0.835798701289183,-0.247358141907609,-0.134265143446146,0.110167398843939,0.757241440063242
"Rpl9",0.057295204787712,0.205676619275408,0.411342467925317,-0.00277920576115953,0.398345210950954,-0.0271550899090869,0.147814668456911,-0.00664453567314283,0.148381414487696,-0.414121673686477,-0.42550030086004,-0.154459204130054
"Ugdh",0.0908326451101837,0.0625063560859385,-0.0936886340431631,-0.545921167101834,-0.280223135942005,-0.1585800179427,-0.599433125640605,-0.353799325637295,-0.0283262890242453,-0.452232533058671,0.121643117999304,0.24563380000331
"Ythdc1",-0.160910748640263,-0.388432494561382,-0.0995960092639825,-0.453227511932361,-0.272663737595567,-0.74426338971715,0.104864642231433,-0.99327360267031,-0.227521745921119,-0.353631502668379,-0.471599652121584,-1.09813824490174
"Cxcl2",0.0788409076241425,0.0888930493418805,0.017846352636024,-0.263342586225377,-0.113757543035277,-0.513296366519604,-0.152245781815777,-0.0285712996345637,0.0100521417177379,-0.281188938861401,-0.399538823484328,0.123674482181213
"Lrrc8dos",0.334583810221835,-0.22565409581678,-0.119591251428282,0.275182903430526,0.326065994630802,0.0022967497553017,1.47813802410039,-0.960717142567607,-0.560237906038615,0.394774154858808,-0.3237692448755,-2.43885516666799
"Oasl1",0.0328952812800729,0.0166848255149734,0.117283275914547,0.110041044167668,-0.203074786023873,-0.206254106122737,-0.350309079942875,-0.334989440680792,-0.0162104557650995,-0.00724223174687921,-0.00317932009886412,0.0153196392620831
"Taok3",-0.182334031806,-0.280385957802353,-0.220360613555534,-0.197001801887396,-0.0498188294676893,-0.14754420143277,0.438776938212178,-0.338570838572378,-0.0980519259963524,0.023358811668138,-0.0977253719650806,-0.777347776784556
"Atp2a2",0.056547354562853,-0.354249886318872,-0.0447913976920216,-0.306386637977055,-0.0430172845358756,-0.368608555086462,-0.270013317386645,-0.995914318788067,-0.410797240881725,-0.261595240285033,-0.325591270550587,-0.725901001401422
"Diablo",-0.429198936571163,0.28258217875328,0.209934518914406,0.403431685929776,0.272303693142531,0.477531121140085,-0.067721296379105,0.866280016953369,0.711781115324444,0.193497167015369,0.205227427997554,0.934001313332474
"Eif2b1",0.179505442128075,0.368590703723752,0.531711310594895,0.31959092901487,0.612562730544825,0.645642582009184,0.191926880893366,-0.0038204642732742,0.189085261595677,-0.212120381580025,0.0330798514643593,-0.19574734516664
"Tmem132d",-0.294782260218869,0.455984831324108,-0.471619723233145,-0.119718068196617,-0.159909960641799,-0.305459098876562,1.0570446039685,-0.187533351343715,0.750767091542977,0.351901655036529,-0.145549138234764,-1.24457795531221
"Rfc2",-0.253776287141439,-0.218009039751935,-0.178933451976624,0.118415384570908,-0.0747658220163281,-0.0661985967216303,0.50708626184935,0.170407180600805,0.0357672473895043,0.297348836547532,0.00856722529469778,-0.336679081248545
"Eif4h",0.141452282475218,-0.154683695716332,-0.177399647463754,-0.379047750578423,-0.28157981072345,-0.234995754659749,-0.471848382731692,-0.186356730988121,-0.29613597819155,-0.201648103114669,0.0465840560637014,0.285491651743571
"Hip1",-0.124436934198167,-0.634948109570617,-0.450059595392325,-0.524323192366301,-0.192006954884123,-0.434813851521421,-0.0782850635967307,-1.05469592045877,-0.51051117537245,-0.0742635969739762,-0.242806896637298,-0.976410856862041
"Fis1",-0.137602749026535,0.0444249756524915,0.0241664881635542,0.021697327756268,0.00858388006464139,0.00897807432735398,-0.0830478515420046,0.474011085614706,0.182027724679027,-0.00246916040728529,0.000394194262712588,0.55705893715671
"Actb",0.140210605185143,-0.165361863554843,-0.202324500500458,-0.286952141621928,-0.277943488524738,-0.337977564540038,0.167841926356383,-0.427581279737238,-0.305572468739985,-0.0846276411214699,-0.0600340760153006,-0.595423206093621
"Cdk8",-1.3727427516057,-1.26191982711936,-1.05975384349509,-0.23435867598144,-1.21721306187207,-0.488252873135671,-1.64938965316439,-1.76995016396243,0.110822924486337,0.825395167513655,0.728960188736396,-0.120560510798036
"Polr1d",0.018202587682274,0.149912022054858,0.146600200931534,0.165365554580011,0.157550063422143,0.157921041878871,0.104589508483243,0.597012978256316,0.131709434372584,0.0187653536484769,0.000370978456728288,0.492423469773073
"1810058I24Rik",-0.0209176298408096,0.243508545865115,0.20053453099526,0.275163895582244,0.0849540199530665,0.228926092049674,0.0422033861513622,0.576264239370637,0.264426175705925,0.0746293645869844,0.143972072096608,0.534060853219275
